"product_id","product_title","handle","status","launch_tag","variant_id","variant_title","sku","available_for_sale","inventory_quantity","price","unit_cost","canada_shipping_cap","needs_quote","quote_item_cost","quote_shipping_cost","quote_delivery_window","quote_service","quote_stock","quote_result","us_quote_item_cost","us_quote_shipping_cost","us_quote_delivery_window","us_quote_service","us_quote_stock","us_quote_result","notes"
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738580001018","White long eared / About 15 cm","14:200002130#White long eared;5:200883728#About 15 cm","True","4","13.50","5.40","1.39","yes","","","","","","","","","","","","",""
"9326920761594","1:16 Remote-Control Monster Truck","rc-monster-truck-1-16-scale-remote-control-car-2-4ghz-alloy-shell-20km-h-fast-off-road-rc-car-led-led-headlight-toy-gift-for-kid","DRAFT","no","49738579181818","DK087 Black 1B","14:691#DK087 Blcak 1B","True","0","92.99","37.06","11.49","no","","","","","","","","","","","","",""
"9326920761594","1:16 Remote-Control Monster Truck","rc-monster-truck-1-16-scale-remote-control-car-2-4ghz-alloy-shell-20km-h-fast-off-road-rc-car-led-led-headlight-toy-gift-for-kid","DRAFT","no","49738579345658","DK087 Black 1B 1","14:193#DK087 Blcak 1B","True","10","92.99","23.63","24.92","no","","","","","","","","","","","","",""
"9326920761594","1:16 Remote-Control Monster Truck","rc-monster-truck-1-16-scale-remote-control-car-2-4ghz-alloy-shell-20km-h-fast-off-road-rc-car-led-led-headlight-toy-gift-for-kid","DRAFT","no","49738579247354","DK087 Blue 1B","14:173#DK087 Blue 1B","True","0","92.99","37.06","11.49","no","","","","","","","","","","","","",""
"9326920761594","1:16 Remote-Control Monster Truck","rc-monster-truck-1-16-scale-remote-control-car-2-4ghz-alloy-shell-20km-h-fast-off-road-rc-car-led-led-headlight-toy-gift-for-kid","DRAFT","no","49738579280122","DK087 Blue 1B 1","14:175#DK087 Blue 1B","True","10","92.99","23.63","24.92","no","","","","","","","","","","","","",""
"9326920761594","1:16 Remote-Control Monster Truck","rc-monster-truck-1-16-scale-remote-control-car-2-4ghz-alloy-shell-20km-h-fast-off-road-rc-car-led-led-headlight-toy-gift-for-kid","DRAFT","no","49738579214586","DK087 Orange 1B","14:29#DK087 Orange 1B","True","10","92.99","24.51","24.04","no","","","","","","","","","","","","",""
"9326920761594","1:16 Remote-Control Monster Truck","rc-monster-truck-1-16-scale-remote-control-car-2-4ghz-alloy-shell-20km-h-fast-off-road-rc-car-led-led-headlight-toy-gift-for-kid","DRAFT","no","49738579312890","DK087 Orange 1B 1","14:10#DK087 Orange 1B","True","0","92.99","37.06","11.49","no","","","","","","","","","","","","",""
"9326920532218","1:64 RC Construction Vehicle Set","1-64-bluetooth-remote-control-crane-and-forklift-two-in-one-desktop-mini-alloy-toy-car-with-trailer-christmas-gift-in-color-box","DRAFT","no","49738578952442","Dump Truck-Green","14:193#Dump Truck-Green","True","13","56.99","21.88","7.76","no","","","","","","","","","","","","",""
"9326920532218","1:64 RC Construction Vehicle Set","1-64-bluetooth-remote-control-crane-and-forklift-two-in-one-desktop-mini-alloy-toy-car-with-trailer-christmas-gift-in-color-box","DRAFT","no","49738578919674","Dump Truck-Yellow","14:29#Dump Truck-Yellow","True","8","56.99","21.88","7.76","no","","","","","","","","","","","","",""
"9326920532218","1:64 RC Construction Vehicle Set","1-64-bluetooth-remote-control-crane-and-forklift-two-in-one-desktop-mini-alloy-toy-car-with-trailer-christmas-gift-in-color-box","DRAFT","no","49738578821370","Excavator-Green","14:691#Excavator-Green","True","7","56.99","26.34","3.30","no","","","","","","","","","","","","",""
"9326920532218","1:64 RC Construction Vehicle Set","1-64-bluetooth-remote-control-crane-and-forklift-two-in-one-desktop-mini-alloy-toy-car-with-trailer-christmas-gift-in-color-box","DRAFT","no","49738578886906","Excavator-Yellow","14:10#Excavator-Yellow","True","11","56.99","26.36","3.28","no","","","","","","","","","","","","",""
"9326920532218","1:64 RC Construction Vehicle Set","1-64-bluetooth-remote-control-crane-and-forklift-two-in-one-desktop-mini-alloy-toy-car-with-trailer-christmas-gift-in-color-box","DRAFT","no","49738578788602","Green","14:175#Green","True","8","56.99","24.50","5.14","no","","","","","","","","","","","","",""
"9326920532218","1:64 RC Construction Vehicle Set","1-64-bluetooth-remote-control-crane-and-forklift-two-in-one-desktop-mini-alloy-toy-car-with-trailer-christmas-gift-in-color-box","DRAFT","no","49738578854138","Yellow","14:366#Yellow","True","24","56.99","24.51","5.13","no","","","","","","","","","","","","",""
"9326916894970","1PCS Baby Anti-Fall Head Protection Pillow, Breathable Toddler Safety Cushion, Soft Head Guard Pad for Kids Learning to Walk, Sh","1pcs-baby-anti-fall-head-protection-pillow-breathable-toddler-safety-cushion-soft-head-guard-pad-for-kids-learning-to-walk-sh","DRAFT","no","49738545758458","elephant","14:350686#elephant","True","6","23.10","9.24","2.60","no","","","","","","","","","","","","",""
"9326916894970","1PCS Baby Anti-Fall Head Protection Pillow, Breathable Toddler Safety Cushion, Soft Head Guard Pad for Kids Learning to Walk, Sh","1pcs-baby-anti-fall-head-protection-pillow-breathable-toddler-safety-cushion-soft-head-guard-pad-for-kids-learning-to-walk-sh","DRAFT","no","49738545692922","Little Flying Dragon","14:10#Little Flying Dragon","True","0","23.03","9.21","2.59","no","","","","","","","","","","","","",""
"9326916894970","1PCS Baby Anti-Fall Head Protection Pillow, Breathable Toddler Safety Cushion, Soft Head Guard Pad for Kids Learning to Walk, Sh","1pcs-baby-anti-fall-head-protection-pillow-breathable-toddler-safety-cushion-soft-head-guard-pad-for-kids-learning-to-walk-sh","DRAFT","no","49738545725690","owl","14:29#owl","True","4","57.73","23.09","6.94","no","","","","","","","","","","","","",""
"9326916894970","1PCS Baby Anti-Fall Head Protection Pillow, Breathable Toddler Safety Cushion, Soft Head Guard Pad for Kids Learning to Walk, Sh","1pcs-baby-anti-fall-head-protection-pillow-breathable-toddler-safety-cushion-soft-head-guard-pad-for-kids-learning-to-walk-sh","DRAFT","no","49738545791226","pink butterfly","14:193#pink butterfly","True","4","23.94","9.58","2.70","no","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574659834","Blick","14:201447598#Blick","True","10","6.12","2.45","0.47","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574790906","Blick Green","14:201447303#Blick Green","True","50","6.05","2.42","0.46","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574725370","Blick Red","14:200005100#Blick Red","True","13","6.15","2.46","0.47","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574758138","Blick White","14:100013777#Blick White","True","4","6.08","2.43","0.46","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574692602","Blue","14:200000080#Blue","True","16","6.19","2.48","0.47","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574594298","Light Green","14:4#Light Green","True","9","11.15","4.46","1.10","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574528762","Silver Blick","14:193#Silver Blick","True","10","11.01","4.40","1.08","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574561530","Silver Green","14:175#Silver Green","True","0","9.63","3.85","0.91","yes","","","","","","","","","","","","",""
"9326919188730","2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch","2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch","DRAFT","no","49738574627066","Silver Red","14:10#Silver Red","True","1","11.04","4.42","1.08","yes","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568139002","4XL / M01-15 BK Double SW","14:173#M01-15 BK Double SW;5:200000990","True","10","83.58","33.43","10.18","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568663290","4XL / M01-2 BK Single SW","14:771#M01-2 BK Single SW;5:200000990","True","20","58.40","23.36","7.02","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568859898","4XL / M01-21 BK Four SW","14:1254#M01-21 BK Four SW;5:200000990","True","10","88.46","35.39","10.78","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568401146","4XL / M01-9 BK Double SW","14:193#M01-9 BK Double SW;5:200000990","True","19","76.23","30.49","9.26","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568630522","5XL / M01-15 BK Double SW","14:173#M01-15 BK Double SW;5:200000991","True","13","88.50","35.40","10.79","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738569089274","5XL / M01-2 BK Single SW","14:771#M01-2 BK Single SW;5:200000991","True","10","59.98","23.99","7.22","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568368378","5XL / M01-21 BK Four SW","14:1254#M01-21 BK Four SW;5:200000991","True","4","94.20","37.68","11.51","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568106234","5XL / M01-9 BK Double SW","14:193#M01-9 BK Double SW;5:200000991","True","7","76.86","30.74","9.34","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568597754","6XL / M01-15 BK Double SW","14:173#M01-15 BK Double SW;5:200005259","True","9","83.01","33.21","10.10","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738569056506","6XL / M01-2 BK Single SW","14:771#M01-2 BK Single SW;5:200005259","True","14","61.00","24.40","7.35","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568335610","6XL / M01-21 BK Four SW","14:1254#M01-21 BK Four SW;5:200005259","True","3","88.29","35.32","10.76","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568073466","6XL / M01-9 BK Double SW","14:193#M01-9 BK Double SW;5:200005259","True","6","78.37","31.35","9.52","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568270074","L / M01-15 BK Double SW","14:173#M01-15 BK Double SW;5:361385","True","12","83.09","33.23","10.12","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568794362","L / M01-2 BK Single SW","14:771#M01-2 BK Single SW;5:361385","True","2","54.46","21.79","6.52","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568990970","L / M01-21 BK Four SW","14:1254#M01-21 BK Four SW;5:361385","True","3","109.67","43.87","13.45","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568532218","L / M01-9 BK Double SW","14:193#M01-9 BK Double SW;5:361385","True","26","73.13","29.25","8.87","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568302842","M / M01-15 BK Double SW","14:173#M01-15 BK Double SW;5:361386","True","29","77.28","30.91","9.39","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738568827130","M / M01-2 BK Single SW","14:771#M01-2 BK Single SW;5:361386","True","5","53.94","21.57","6.47","no","","","","","","","","","","","","",""
"9326918467834","21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping","21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping","DRAFT","no","49738569023738","M / M01-21 BK Four SW","14:1254#M01-21 BK Four SW;5:361386","True","4","109.39","43.75","13.42","no","","","","","","","","","","","","",""
