product_id,title,handle,status,launch_tag,active_launch_gate,product_type,variant_count,option_value_count,default_only,sku_variant_count,empty_sku_count,variants_with_unit_cost,min_price,max_price,max_unit_cost,worst_canada_shipping_cap,risk_flags,risk_severity,decision,next_action
9326919418106,Everyday Carabiner Clip Set,4pcs-metal-carabiner-clip-keychain-hook-holder-key-ring-organizer-for-car-keys-daily-storage,ACTIVE,yes,yes,,2,3,no,2,0,2,14.99,14.99,3.05,4.52,,,LIVE_QUOTE_REQUIRED,"Capture exact Canada DSers quote; approve, reprice, or remove launch tag."
9326917681402,Everyday Fleece Joggers,hot-sales-mens-sweatpants-printing-casual-pants-outdoor-gym-sports-jogging-pants-autumn-winter-man-trousers-fitness-sportswear,ACTIVE,yes,yes,,21,10,no,21,0,21,28.23,39.98,15.99,3.24,,,LIVE_QUOTE_REQUIRED,"Capture exact Canada DSers quote; approve, reprice, or remove launch tag."
9326917517562,Everyday Performance Shorts,clearance_summer-running-shorts-for-men-casual-jogging-sport-short-pants-wave-pattern-solid-color-drawstring-loose-dry-gym-sport,ACTIVE,yes,yes,,21,10,no,21,0,21,34.32,54.99,22.00,4.00,,,LIVE_QUOTE_REQUIRED,"Capture exact Canada DSers quote; approve, reprice, or remove launch tag."
9326918664442,Everyday Polarized Sunglasses,nd-dimming-glasses-polarized-sunglasses-men-women-round-retro-punk-driving-eyeglasses-outdoor-shades-uv400-adjustable-eyewear,ACTIVE,yes,yes,,3,4,no,3,0,3,29.99,29.99,12.17,3.29,,,LIVE_QUOTE_REQUIRED,Approved tight-margin launch; monitor Canada shipping and recheck if supplier pricing changes.
9326918729978,Everyday Zip Hoodie,zipper-hoodies-autumn-winter-mens-new-long-sleeve-hooded-sweatshirt-fashion-casual-male-outfit-sportwear-loose-fit-clothes,ACTIVE,no,no,,18,9,no,18,0,18,23.63,35.13,14.05,2.66,,,REVIEW_VISIBILITY_AND_TAGS,"Check status, launch tag, and collection visibility."
9326917419258,Long-Handle Bottle Brush,long-handle-silicone-bottle-brush-cleaning-brush-kitchen-cleaning-cup-brush-thermos-glass-brush-cleaning-tools,ACTIVE,yes,yes,,2,2,no,2,0,2,11.99,11.99,2.69,3.31,,,LIVE_QUOTE_REQUIRED,"Capture exact Canada DSers quote; approve, reprice, or remove launch tag."
9326917779706,Long-Sleeve Performance Tee,men-bodybuilding-sport-t-shirt-quick-dry-running-shirt-long-sleeve-compression-top-gym-t-shirt-men-fitness-tight-rashgard,ACTIVE,no,no,,35,12,no,35,0,35,21.48,29.04,11.62,2.39,,,REVIEW_VISIBILITY_AND_TAGS,"Check status, launch tag, and collection visibility."
9326918303994,Men's Cotton-Linen Wide-Leg Pants,2025-summer-mens-cotton-and-linen-oversized-wide-leg-pants-mens-artistic-style-elastic-waist-solid-color-casual-loose-pants,ACTIVE,yes,yes,Apparel & Accessories,100,22,no,100,0,100,39.40,39.40,16.26,4.14,,,LIVE_QUOTE_REQUIRED,"Capture exact Canada DSers quote; approve, reprice, or remove launch tag."
9326918598906,Men's High-Neck Knit Sweater,2026-new-mens-high-neck-sweater-solid-color-pullover-knitted-warm-casual-turtleneck-sweatwear-woolen-mens-winter-outdoor-tops,ACTIVE,no,no,Apparel & Accessories,54,15,no,54,0,54,39.99,39.99,19.86,0.85,,,REVIEW_VISIBILITY_AND_TAGS,"Check status, launch tag, and collection visibility."
9326917452026,Multi-Use Organizer Hooks,2pcs-leather-cart-hooks-baby-stroller-hook-pu-adjustable-pram-hook-organizer-diaper-bag-hanger-children-travel-accessories,ACTIVE,yes,yes,,4,4,no,4,0,4,14.99,15.49,4.70,3.14,,,LIVE_QUOTE_REQUIRED,Approved after repricing Pink to CA$15.49; monitor low-stock Brown and Light Blue variants.
9326920335610,No-Drill Shower Shelf,no-drill-shower-shelf,DRAFT,no,no,Bathroom Organization,12,13,no,12,0,12,44.48,83.05,33.22,5.28,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326919024890,Outdoor Cycling Sunglasses,scvcn-new-outdoor-cycling-sunglasses-men-road-driving-bike-glasses-sports-mountain-climbing-women-bicycle-cycling-uv400-goggles,DRAFT,no,no,,30,31,no,30,0,30,16.49,17.62,7.05,1.76,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326917583098,Quick-Dry Training Shorts,running-shorts-summer-gym-sportswear-men-jogging-outdoor-sports-shorts-fitness-man-quick-dry-breathable-pants-male-clothing,DRAFT,no,no,,54,15,no,54,0,54,18.99,25.53,10.21,2.09,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326920433914,Travel Pet Water Bottle,travel-pet-water-bottle,ACTIVE,yes,yes,Pet Travel Accessories,3,3,no,3,0,3,19.99,19.99,5.12,5.08,,,LIVE_QUOTE_REQUIRED,"Capture exact Canada DSers quote; approve, reprice, or remove launch tag."
9326918369530,Everyday 100% Cotton T-Shirt,100-pure-cotton-t-shirt-with-round-neck-shoulder-design-for-both-men-women-summer-solid-color-short-sleeved-casual-loose-fit,DRAFT,no,no,Apparel & Accessories,18,9,no,18,0,18,45.99,45.99,30.35,-6.49,,,HOLD_REPRICE_OR_REJECT,"Reprice, change variant/supplier, bundle, or reject before launch."
9326918074618,Everyday Pullover Hoodie,mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size,DRAFT,no,no,Apparel & Accessories,48,14,no,48,0,48,54.99,54.99,29.06,-0.47,,,HOLD_REPRICE_OR_REJECT,"Reprice, change variant/supplier, bundle, or reject before launch."
9327894528250,USB Heated Cushion 43x43cm Electric Blanket,usb-heated-cushion-43x43cm-electric-blanket,ARCHIVED,no,no,Home & Kitchen,1,1,yes,0,1,0,26.99,26.99,,,electrical,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326920073466,1/2PCS Men Business Watches Fashion Men's Steel Band Quartz Watch with Bracelet（Box not Included）,1-2pcs-men-business-watches-fashion-mens-steel-band-quartz-watch-with-bracelet-box-not-included,DRAFT,no,no,,4,4,no,4,0,4,10.51,15.44,6.17,1.01,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326921056506,15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts,15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts,DRAFT,no,no,,11,12,no,11,0,11,9.81,13.64,5.46,0.93,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326919188730,2023 Fashion Men Watches Luxury Brand Fashion Mens Quartz Watch Luminous Hands Male Clock Big Dial Waterproof Man Wristwatch,2023-fashion-men-watches-luxury-brand-fashion-mens-quartz-watch-luminous-hands-male-clock-big-dial-waterproof-man-wristwatch,DRAFT,no,no,,9,9,no,9,0,9,6.05,11.15,4.46,0.46,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326917845242,2024 Mens Print Pants Autumn/Winter New In Men's Clothing Trousers Sport Jogging Fitness Running Trousers Harajuku Streetwear,2024-mens-print-pants-autumn-winter-new-in-mens-clothing-trousers-sport-jogging-fitness-running-trousers-harajuku-streetwear,DRAFT,no,no,,18,9,no,18,0,18,22.78,28.02,11.21,2.56,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326919123194,3PCS/Set Men Business Watches Casual Leather Band Analog Male's Quartz Watch Necklace Bracelet Set,3pcs-set-men-business-watches-casual-leather-band-analog-males-quartz-watch-necklace-bracelet-set,DRAFT,no,no,,5,5,no,5,0,5,11.60,12.80,5.12,1.15,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326919385338,Digital Watch & Jewellery Gift Set,6-piece-set-of-fashion-electronic-watch-necklace-earrings-ring-set-for-teenagers-boys-and-girls-the-best-choice-for-frien-watch-for-women-women-watches,DRAFT,no,no,Beauty & Grooming,4,5,no,4,0,4,36.99,36.99,18.92,0.21,hygiene_beauty,content_review,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326920007930,Nail Glue Phototherapy Pen UV Gel Brush Pen Acrylic Nail Art Painting Drawing Liner Brush Manicure Professionnel Brushes Tool,nail-glue-phototherapy-pen-uv-gel-brush-pen-acrylic-nail-art-painting-drawing-liner-brush-manicure-professionnel-brushes-tool,DRAFT,no,no,,2,2,no,2,0,2,3.38,5.73,2.29,0.13,hygiene_beauty,content_review,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326920270074,Pet Supplies Duck Goose Shoes Pet Cole Foot Poultry Boots Pet Duck Boots with Protective Soles Protective Shoe Set Pet Products,pet-supplies-duck-goose-shoes-pet-cole-foot-poultry-boots-pet-duck-boots-with-protective-soles-protective-shoe-set-pet-products,DRAFT,no,no,,9,6,no,9,0,9,22.61,24.12,9.65,2.54,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326917320954,Summer Men's MJ Michael Jackson Printed 100%CottonNeutral,summer-mens-mj-michael-jackson-printed-100-cottonneutral-o-neck-short-sleeve-mens-and-womens-fashion-hip-hop-t-shirt-fan-gift,DRAFT,no,no,Apparel & Accessories,7,8,no,7,0,7,32.99,32.99,16.34,0.69,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326918402298,Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray,summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray,DRAFT,no,no,,72,18,no,72,0,72,12.66,20.78,8.31,1.29,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326918009082,Thermal Underwear Tops Men Winter Clothes Thermal Shirt Autumn Men's Winter Tights High Neck Thin Slim Fit Long Sleeve T-shirt,thermal-underwear-tops-men-winter-clothes-thermal-shirt-autumn-mens-winter-tights-high-neck-thin-slim-fit-long-sleeve-t-shirt,DRAFT,no,no,,42,13,no,42,0,42,14.38,19.48,7.79,1.50,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9326921449722,Women Fake Piercing Nose Ring Hoop Septum Piercing Nose Clip Rock HipHoop Stainless Steel Magnet Fashion Body Jewelry Wholesale,women-fake-piercing-nose-ring-hoop-septum-piercing-nose-clip-rock-hiphoop-stainless-steel-magnet-fashion-body-jewelry-wholesale,DRAFT,no,no,,5,5,no,5,0,5,6.05,6.72,2.69,0.46,,,DRAFT_QUOTE_AND_CONTENT_REVIEW,"Repair/verify mapping, quote Canada, review content, then decide whether to tag."
9327785443578,6-Piece Silicone Spatula Set,6-piece-silicone-spatula-set,DRAFT,no,no,Home & Kitchen,1,1,yes,0,1,0,24.99,24.99,,,,,HOLD_MAPPING_REQUIRED,Do not quote yet; repair DSers mapping/SKU first.
9327785246970,Custom Neon Sign,custom-neon-sign,DRAFT,no,no,Home Decor,1,1,yes,0,1,0,23.79,23.79,,,,,HOLD_MAPPING_REQUIRED,Do not quote yet; repair DSers mapping/SKU first.
9327938896122,Jade Roller Face Massager,jade-roller-face-massager,DRAFT,no,no,Beauty,1,1,yes,0,1,1,13.99,13.99,0.00,7.05,hygiene_beauty,content_review,HOLD_MAPPING_REQUIRED,Do not quote yet; repair DSers mapping/SKU first.
9327938961658,Multi-Compartment Desk Organizer,multi-compartment-desk-organizer,DRAFT,no,no,Office,1,1,yes,0,1,1,31.99,31.99,0.00,16.51,,,HOLD_MAPPING_REQUIRED,Do not quote yet; repair DSers mapping/SKU first.
9327894626554,Portable Mini Bag Sealer — Handheld Heat Sealer,portable-mini-bag-sealer-handheld-heat-sealer,DRAFT,no,no,Home & Kitchen,1,1,yes,0,1,0,9.99,9.99,,,,,HOLD_MAPPING_REQUIRED,Do not quote yet; repair DSers mapping/SKU first.
9326918926586,1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds,1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds,DRAFT,no,no,,13,13,no,13,0,13,10.51,45.18,18.07,1.01,child_safety;medical_health;hygiene_beauty,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326920761594,1:16 Remote-Control Monster Truck,rc-monster-truck-1-16-scale-remote-control-car-2-4ghz-alloy-shell-20km-h-fast-off-road-rc-car-led-led-headlight-toy-gift-for-kid,DRAFT,no,no,Toys & Games,6,6,no,6,0,6,92.99,92.99,37.06,11.49,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326920532218,1:64 RC Construction Vehicle Set,1-64-bluetooth-remote-control-crane-and-forklift-two-in-one-desktop-mini-alloy-toy-car-with-trailer-christmas-gift-in-color-box,DRAFT,no,no,Toys & Games,6,6,no,6,0,6,56.99,56.99,26.36,3.28,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326916894970,"1PCS Baby Anti-Fall Head Protection Pillow, Breathable Toddler Safety Cushion, Soft Head Guard Pad for Kids Learning to Walk, Sh",1pcs-baby-anti-fall-head-protection-pillow-breathable-toddler-safety-cushion-soft-head-guard-pad-for-kids-learning-to-walk-sh,DRAFT,no,no,,4,4,no,4,0,4,23.03,57.73,23.09,2.59,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326918467834,21 Heated Vest Zones Electric Heated Jackets Men Women Sportswear Heated Coat Graphene Heat Coat USB Heating Jacket For Camping,21-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping,DRAFT,no,no,,32,12,no,32,0,32,53.94,109.67,43.87,6.47,electrical,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326919876858,300/280/200/100Pcs Washer Copper Sealing Solid Gasket Washer Sump Plug Oil For Boat Crush Flat Seal Ring Tool,300-280-200-100pcs-washer-copper-sealing-solid-gasket-washer-sump-plug-oil-for-boat-crush-flat-seal-ring-tool,DRAFT,no,no,,4,4,no,4,0,4,16.10,53.97,21.59,1.72,electrical,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326917943546,9 Heated Vest Zones Electric Heated Jackets Men Women,9-heated-vest-zones-electric-heated-jackets-men-women-sportswear-heated-coat-graphene-heat-coat-usb-heating-jacket-for-camping,DRAFT,no,no,Sports & Outdoors,12,8,no,12,0,12,54.99,54.99,28.85,-0.26,electrical,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326917124346,Baby head pillow anti-fall device Head protective pad summer anti-bump head learning to walk baby four seasons toddler hat,baby-head-pillow-anti-fall-device-head-protective-pad-summer-anti-bump-head-learning-to-walk-baby-four-seasons-toddler-hat,DRAFT,no,no,,4,5,no,4,0,4,14.77,15.44,6.17,1.55,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326916796666,Baby Music Activity Gym Rug Play Mat Newborn Carpet Pedal,baby-music-activity-gym-rug-play-mat-newborn-carpet-pedal-piano-keyboard-infant-fitness-rack-playmat-crawling-game-pad-toys-gift,DRAFT,no,no,Baby & Nursery,14,14,no,14,0,14,48.03,49.12,19.65,5.72,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9327785345274,Cute Duck Night Light,cute-duck-night-light,DRAFT,no,no,Home Decor,1,1,yes,0,1,0,29.99,29.99,,,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326917157114,Halloween Elsa Dress for Girls Children Party Princess Costume Kids Disguise with Long Cloak Girl Snow Queen Carnival Clothes,halloween-elsa-dress-for-girls-children-party-princess-costume-kids-disguise-with-long-cloak-girl-snow-queen-carnival-clothes,DRAFT,no,no,,29,11,no,29,0,29,35.55,81.36,32.54,4.16,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9327026569466,Hand-Controlled Mini RC Drone,watch-wrist-hand-controlled-induction-rc-drone-mini-rechargeable-helicopter-with-led-lights,DRAFT,no,no,Toys & Games,3,3,no,3,0,3,17.81,51.99,20.80,1.94,child_safety;electrical,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326917288186,Head Back Protector Baby Protect Pillow Learn Walk Head,head-back-protector-baby-protect-pillow-learn-walk-head-protector-cushion-anti-fall-backward-cap-carry-cartoon-kids-safe-bibi,DRAFT,no,no,Baby & Nursery,1,2,no,1,0,1,83.23,83.23,33.29,10.13,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326916829434,Kids Toddler Foot Measure Gauge Shoes Size Measuring Ruler Tool Baby Boy Girl Children's Foot Length Measuring Ruler Fittings,kids-toddler-foot-measure-gauge-shoes-size-measuring-ruler-tool-baby-boy-girl-childrens-foot-length-measuring-ruler-fittings,DRAFT,no,no,,5,5,no,5,0,5,5.91,9.11,3.64,0.44,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326916927738,New Girl Dresses Princess Costume Kids Mermaid Cosplay Costume Kids Carnival Birthday Party Prom Costume Party Dresses For girls,new-girl-dresses-princess-costume-kids-mermaid-cosplay-costume-kids-carnival-birthday-party-prom-costume-party-dresses-for-girls,DRAFT,no,no,,20,9,no,20,0,20,33.68,111.00,44.40,3.92,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326917648634,New Heated Rivalry Hockey Jersey Long Sleeves Tee Men's,new-heated-rivalry-hockey-jersey-long-sleeves-tee-mens-womens-rozanov-hollander-t-shirt-unisex-tops-pullovers,DRAFT,no,no,Apparel & Accessories,21,10,no,21,0,21,52.99,52.99,16.36,11.18,electrical,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9327938928890,Resistance Bands Set - Exercise & Fitness,resistance-bands-set-exercise-fitness,DRAFT,no,no,Health & Wellness,1,1,yes,0,1,1,20.99,20.99,0.00,10.73,child_safety;medical_health,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9327945810170,RGB LED Strip Lights 5m-30m with APP Control,rgb-led-strip-lights-5m-30m-with-app-control,DRAFT,no,no,Electronics,1,1,yes,0,1,1,27.99,27.99,0.00,14.40,electrical,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326916763898,Rhinitis Nasal Irrigator Washing for Children Silicone Baby Nasal Aspirator Syringe Baby Nose Cleaner Kids Nasal Washer Reusable,rhinitis-nasal-irrigator-washing-for-children-silicone-baby-nasal-aspirator-syringe-baby-nose-cleaner-kids-nasal-washer-reusable,DRAFT,no,no,,16,16,no,16,0,16,7.07,15.05,6.02,0.58,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326916993274,Summer Spring Candy Color Kids Pantyhose Ballet Dance Tights for Girls Stocking Children Velvet Solid White Pantyhose,summer-spring-candy-color-kids-pantyhose-ballet-dance-tights-for-girls-stocking-children-velvet-solid-white-pantyhose,DRAFT,no,no,,39,17,no,39,0,39,8.19,8.76,3.50,0.72,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326917058810,Windproof Infant Stroller Gloves Children's Outdoor Sports Mittens Cartoon Printed Hands Warmer Scooter Accessory for Winter,windproof-infant-stroller-gloves-childrens-outdoor-sports-mittens-cartoon-printed-hands-warmer-scooter-accessory-for-winter,DRAFT,no,no,,4,4,no,4,0,4,21.94,23.45,9.38,2.45,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
9326920171770,ZWN 2.4G Remote Control Excavator Dump Truck RC Model Car Toy Professional Alloy Plastic Simulation Construction Vehicle for Kid,zwn-2-4g-remote-control-excavator-dump-truck-rc-model-car-toy-professional-alloy-plastic-simulation-construction-vehicle-for-kid,DRAFT,no,no,,6,6,no,6,0,6,44.58,119.62,47.85,5.29,child_safety,hard_hold,HOLD_RISK_REVIEW,Keep held until safety/claims/IP/compliance review is complete.
